4.0260 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.0314 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0267 	EXP 	Welcome_Text: autoDraw = True
0.7139 	DATA 	Mouse: Left button down, pos=(375,257)
0.7149 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.7152 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.7265 	EXP 	Welcome_Text: autoDraw = False
0.7265 	EXP 	PLUS_FP: autoDraw = True
0.7265 	EXP 	Photodiode_plus: autoDraw = True
0.8123 	DATA 	Mouse:  Left button up, pos=(375,257)
0.9277 	EXP 	Photodiode_plus: autoDraw = False
2.7266 	EXP 	PLUS_FP: autoDraw = False
2.7266 	EXP 	polygon: autoDraw = True
2.7266 	EXP 	Photodiode_polygon: autoDraw = True
2.7433 	EXP 	Photodiode_polygon: autoDraw = False
2.9796 	DATA 	Mouse: Left button down, pos=(374,259)
2.9935 	EXP 	PLUS_FP: autoDraw = False
2.9935 	EXP 	polygon: autoDraw = False
2.9935 	EXP 	Photodiode_polygon: autoDraw = False
2.9935 	EXP 	Photodiode_plus: autoDraw = False
2.9935 	EXP 	Photodiode_2: autoDraw = True
3.0465 	DATA 	Mouse:  Left button up, pos=(374,259)
3.2943 	EXP 	Photodiode_2: autoDraw = False
4.2804 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
4.2939 	EXP 	text: autoDraw = False
4.2939 	EXP 	Photodiode_2: autoDraw = False
4.2939 	EXP 	PLUS_FP: autoDraw = True
4.2939 	EXP 	Photodiode_plus: autoDraw = True
4.4937 	EXP 	Photodiode_plus: autoDraw = False
4.7945 	EXP 	PLUS_FP: autoDraw = False
4.7945 	EXP 	polygon: autoDraw = True
4.7945 	EXP 	Photodiode_polygon: autoDraw = True
4.8109 	EXP 	Photodiode_polygon: autoDraw = False
5.0949 	DATA 	Mouse: Left button down, pos=(432,398)
5.1106 	EXP 	PLUS_FP: autoDraw = False
5.1106 	EXP 	polygon: autoDraw = False
5.1106 	EXP 	Photodiode_polygon: autoDraw = False
5.1106 	EXP 	Photodiode_plus: autoDraw = False
5.1106 	EXP 	Photodiode_2: autoDraw = True
5.1955 	DATA 	Mouse:  Left button up, pos=(432,398)
5.4111 	EXP 	Photodiode_2: autoDraw = False
6.7805 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
6.7936 	EXP 	text: autoDraw = False
6.7936 	EXP 	Photodiode_2: autoDraw = False
6.7936 	EXP 	PLUS_FP: autoDraw = True
6.7936 	EXP 	Photodiode_plus: autoDraw = True
6.9943 	EXP 	Photodiode_plus: autoDraw = False
7.2937 	EXP 	PLUS_FP: autoDraw = False
7.2937 	EXP 	polygon: autoDraw = True
7.2937 	EXP 	Photodiode_polygon: autoDraw = True
7.3106 	EXP 	Photodiode_polygon: autoDraw = False
7.6132 	DATA 	Mouse: Left button down, pos=(432,398)
7.6269 	EXP 	PLUS_FP: autoDraw = False
7.6269 	EXP 	polygon: autoDraw = False
7.6269 	EXP 	Photodiode_polygon: autoDraw = False
7.6269 	EXP 	Photodiode_plus: autoDraw = False
7.6269 	EXP 	Photodiode_2: autoDraw = True
7.7124 	DATA 	Mouse:  Left button up, pos=(434,398)
7.9273 	EXP 	Photodiode_2: autoDraw = False
9.1458 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
9.1606 	EXP 	text: autoDraw = False
9.1606 	EXP 	Photodiode_2: autoDraw = False
9.1606 	EXP 	PLUS_FP: autoDraw = True
9.1606 	EXP 	Photodiode_plus: autoDraw = True
9.3603 	EXP 	Photodiode_plus: autoDraw = False
9.6604 	EXP 	PLUS_FP: autoDraw = False
9.6604 	EXP 	polygon: autoDraw = True
9.6604 	EXP 	Photodiode_polygon: autoDraw = True
9.6772 	EXP 	Photodiode_polygon: autoDraw = False
9.9461 	DATA 	Mouse: Left button down, pos=(434,398)
9.9601 	EXP 	PLUS_FP: autoDraw = False
9.9601 	EXP 	polygon: autoDraw = False
9.9601 	EXP 	Photodiode_polygon: autoDraw = False
9.9601 	EXP 	Photodiode_plus: autoDraw = False
9.9601 	EXP 	Photodiode_2: autoDraw = True
10.0288 	DATA 	Mouse:  Left button up, pos=(434,398)
10.2604 	EXP 	Photodiode_2: autoDraw = False
11.5146 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
11.5274 	EXP 	text: autoDraw = False
11.5274 	EXP 	Photodiode_2: autoDraw = False
11.5274 	EXP 	PLUS_FP: autoDraw = True
11.5274 	EXP 	Photodiode_plus: autoDraw = True
11.7275 	EXP 	Photodiode_plus: autoDraw = False
12.0279 	EXP 	PLUS_FP: autoDraw = False
12.0279 	EXP 	polygon: autoDraw = True
12.0279 	EXP 	Photodiode_polygon: autoDraw = True
12.0443 	EXP 	Photodiode_polygon: autoDraw = False
12.4310 	DATA 	Mouse: Left button down, pos=(434,398)
12.4438 	EXP 	PLUS_FP: autoDraw = False
12.4438 	EXP 	polygon: autoDraw = False
12.4438 	EXP 	Photodiode_polygon: autoDraw = False
12.4438 	EXP 	Photodiode_plus: autoDraw = False
12.4438 	EXP 	Photodiode_2: autoDraw = True
12.4785 	DATA 	Mouse:  Left button up, pos=(434,398)
12.7442 	EXP 	Photodiode_2: autoDraw = False
14.0136 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
14.0269 	EXP 	text: autoDraw = False
14.0269 	EXP 	Photodiode_2: autoDraw = False
14.0269 	EXP 	PLUS_FP: autoDraw = True
14.0269 	EXP 	Photodiode_plus: autoDraw = True
14.2272 	EXP 	Photodiode_plus: autoDraw = False
16.0269 	EXP 	PLUS_FP: autoDraw = False
16.0269 	EXP 	polygon: autoDraw = True
16.0269 	EXP 	Photodiode_polygon: autoDraw = True
16.0440 	EXP 	Photodiode_polygon: autoDraw = False
16.7142 	DATA 	Mouse: Left button down, pos=(434,398)
16.7274 	EXP 	PLUS_FP: autoDraw = False
16.7274 	EXP 	polygon: autoDraw = False
16.7274 	EXP 	Photodiode_polygon: autoDraw = False
16.7274 	EXP 	Photodiode_plus: autoDraw = False
16.7274 	EXP 	Photodiode_2: autoDraw = True
16.7955 	DATA 	Mouse:  Left button up, pos=(434,398)
17.0273 	EXP 	Photodiode_2: autoDraw = False
18.1809 	EXP 	New trial (rep=6, index=0): <Trial 6 (0 in rep 6) data={'thisN': 6, 'thisTrialN': 0, 'thisRepN': 6}>
18.1938 	EXP 	text: autoDraw = False
18.1938 	EXP 	Photodiode_2: autoDraw = False
18.1938 	EXP 	PLUS_FP: autoDraw = True
18.1938 	EXP 	Photodiode_plus: autoDraw = True
18.3939 	EXP 	Photodiode_plus: autoDraw = False
18.6943 	EXP 	PLUS_FP: autoDraw = False
18.6943 	EXP 	polygon: autoDraw = True
18.6943 	EXP 	Photodiode_polygon: autoDraw = True
18.7109 	EXP 	Photodiode_polygon: autoDraw = False
19.0634 	DATA 	Mouse: Left button down, pos=(434,398)
19.0769 	EXP 	PLUS_FP: autoDraw = False
19.0769 	EXP 	polygon: autoDraw = False
19.0769 	EXP 	Photodiode_polygon: autoDraw = False
19.0769 	EXP 	Photodiode_plus: autoDraw = False
19.0769 	EXP 	Photodiode_2: autoDraw = True
19.1629 	DATA 	Mouse:  Left button up, pos=(435,398)
19.3775 	EXP 	Photodiode_2: autoDraw = False
20.6463 	EXP 	New trial (rep=7, index=0): <Trial 7 (0 in rep 7) data={'thisN': 7, 'thisTrialN': 0, 'thisRepN': 7}>
20.6606 	EXP 	text: autoDraw = False
20.6606 	EXP 	Photodiode_2: autoDraw = False
20.6606 	EXP 	PLUS_FP: autoDraw = True
20.6606 	EXP 	Photodiode_plus: autoDraw = True
20.8605 	EXP 	Photodiode_plus: autoDraw = False
22.0606 	EXP 	PLUS_FP: autoDraw = False
22.0606 	EXP 	polygon: autoDraw = True
22.0606 	EXP 	Photodiode_polygon: autoDraw = True
22.0773 	EXP 	Photodiode_polygon: autoDraw = False
22.3793 	DATA 	Mouse: Left button down, pos=(435,400)
22.3936 	EXP 	PLUS_FP: autoDraw = False
22.3936 	EXP 	polygon: autoDraw = False
22.3936 	EXP 	Photodiode_polygon: autoDraw = False
22.3936 	EXP 	Photodiode_plus: autoDraw = False
22.3936 	EXP 	Photodiode_2: autoDraw = True
22.4630 	DATA 	Mouse:  Left button up, pos=(435,400)
22.6944 	EXP 	Photodiode_2: autoDraw = False
23.8465 	EXP 	New trial (rep=8, index=0): <Trial 8 (0 in rep 8) data={'thisN': 8, 'thisTrialN': 0, 'thisRepN': 8}>
23.8604 	EXP 	text: autoDraw = False
23.8604 	EXP 	Photodiode_2: autoDraw = False
23.8604 	EXP 	PLUS_FP: autoDraw = True
23.8604 	EXP 	Photodiode_plus: autoDraw = True
24.0606 	EXP 	Photodiode_plus: autoDraw = False
24.9607 	EXP 	PLUS_FP: autoDraw = False
24.9607 	EXP 	polygon: autoDraw = True
24.9607 	EXP 	Photodiode_polygon: autoDraw = True
24.9771 	EXP 	Photodiode_polygon: autoDraw = False
25.4130 	DATA 	Mouse: Left button down, pos=(430,400)
25.4276 	EXP 	PLUS_FP: autoDraw = False
25.4276 	EXP 	polygon: autoDraw = False
25.4276 	EXP 	Photodiode_polygon: autoDraw = False
25.4276 	EXP 	Photodiode_plus: autoDraw = False
25.4276 	EXP 	Photodiode_2: autoDraw = True
25.4967 	DATA 	Mouse:  Left button up, pos=(431,400)
25.7273 	EXP 	Photodiode_2: autoDraw = False
26.6308 	EXP 	New trial (rep=9, index=0): <Trial 9 (0 in rep 9) data={'thisN': 9, 'thisTrialN': 0, 'thisRepN': 9}>
26.6442 	EXP 	text: autoDraw = False
26.6442 	EXP 	Photodiode_2: autoDraw = False
26.6442 	EXP 	PLUS_FP: autoDraw = True
26.6442 	EXP 	Photodiode_plus: autoDraw = True
26.8440 	EXP 	Photodiode_plus: autoDraw = False
27.1443 	EXP 	PLUS_FP: autoDraw = False
27.1443 	EXP 	polygon: autoDraw = True
27.1443 	EXP 	Photodiode_polygon: autoDraw = True
27.1605 	EXP 	Photodiode_polygon: autoDraw = False
29.1128 	DATA 	Mouse: Left button down, pos=(427,398)
29.1269 	EXP 	PLUS_FP: autoDraw = False
29.1269 	EXP 	polygon: autoDraw = False
29.1269 	EXP 	Photodiode_polygon: autoDraw = False
29.1269 	EXP 	Photodiode_plus: autoDraw = False
29.1269 	EXP 	Photodiode_2: autoDraw = True
29.1980 	DATA 	Mouse:  Left button up, pos=(427,398)
29.4275 	EXP 	Photodiode_2: autoDraw = False
30.3310 	EXP 	New trial (rep=10, index=0): <Trial 10 (0 in rep 10) data={'thisN': 10, 'thisTrialN': 0, 'thisRepN': 10}>
30.3442 	EXP 	text: autoDraw = False
30.3442 	EXP 	Photodiode_2: autoDraw = False
30.3442 	EXP 	PLUS_FP: autoDraw = True
30.3442 	EXP 	Photodiode_plus: autoDraw = True
30.5441 	EXP 	Photodiode_plus: autoDraw = False
30.8438 	EXP 	PLUS_FP: autoDraw = False
30.8438 	EXP 	polygon: autoDraw = True
30.8438 	EXP 	Photodiode_polygon: autoDraw = True
30.8605 	EXP 	Photodiode_polygon: autoDraw = False
31.2314 	DATA 	Keypress: escape
31.3125 	EXP 	Foreperiod_task: status = STOPPED
31.3269 	EXP 	polygon: autoDraw = False
31.3286 	EXP 	Foreperiod_task: status = STOPPED
31.4512 	INFO 	saved data to 'C:\\Users\\swannlab\\Documents\\Foreperiod_task\\data/335500_Foreperiod_task_2025-01-28_11h37.47.514.csv'
31.4529 	INFO 	saved data to C:\Users\swannlab\Documents\Foreperiod_task\data/335500_Foreperiod_task_2025-01-28_11h37.47.514.psydat
31.4727 	EXP 	window1: mouseVisible = True
31.8275 	DEBUG 	Saving data for Foreperiod_task ExperimentHandler
